lng,lat,name,strasse,hausnr,plz,ort,anlage,kategorie,zugaenglichkeit,beschreibung,website
8.70861755187293,47.3516121632071,Schulhaus Krämeracker,Zürichstrasse,31,8610,Uster,Schulanlage Krämeracker,Schule: Sekundarschule,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,
8.708051443082,47.3520751054921,Schulhaus Krämeracker,Zürichstrasse,33,8610,Uster,Schulanlage Krämeracker,Schule: Primarschule,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,
8.708051443082,47.3520751054921,Kindergarten Krämeracker,Zürichstrasse,33,8610,Uster,Schulanlage Krämeracker,Schule: Kindergarten,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,
8.71566385233543,47.3492391050428,KESB Uster,Zürichstrasse,7,8610,Uster,,"Anlaufstelle: Kindheit, Jugend und Familie",Räumlichkeiten,,
8.74595392794418,47.3623348174217,Schulhäuser Wermatswil,Chammerholzstrasse,2,8615,Wermatswil,Schulanlage Wermatswil,Schule: Primarschule,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,
8.74685340828912,47.3624044716548,Kindergarten Diemand,Kleinjogg-Strasse,2,8615,Wermatswil,,Schule: Kindergarten,nicht-öffentlicher Raum,,http://www.uster.ch/de/bildung/primarschule/kindergarten/?action=showschule&schule_id=1208
8.74687668600567,47.362783029476,Kindergarten Gujer,Kleinjogg-Strasse,6,8615,Wermatswil,,Schule: Kindergarten,nicht-öffentlicher Raum,,http://www.uster.ch/de/bildung/primarschule/kindergarten/?action=showschule&schule_id=1209
8.73265970046671,47.3544655818848,Waldspielgruppe Huetlizwerg Uster,Müselweg,,8610,Uster,,Kinderbetreuung: Spielgruppe,öffentlicher Raum (resp. vergleichbare Zugänglichkeit),,http://huetlizwerg.ch/
8.70440904845758,47.3499122125064,Spielplatz Hohfuren,,,,,,Freizeitanlage: Spielplatz,,Dreh-Scheibe und Schaukelsessel,
8.71116380475492,47.3506475469535,Pumptrack,,,,,Zeughausareal,Sportanlage: Trendsportanlagen,öffentlicher Raum (resp. vergleichbare Zugänglichkeit),,
